"BANKNO","BIDCITY","BIDNAME","BIDSTATE","BRDATE","BSTATUS","CERT","CHCLASS","CHCLASS1","CITY","CITYST","CLOSCD","COMMENTS","COST","COSTMOSTRECENTASOF","FAILDATE","FAILYR","FIN","FSL_PROG","FUND","ID","NAME","PSTALP","PTRDATE","QBFASSET","QBFDEP","RESDATE","RESTYPE","RESTYPE1","SAVR","TERMI","UNINSDEP","URL"
"8620","ROCK ISLAND","AMERICAN BANK OF ROCK ISLAN","IL","89-08-17","I",29194,"SL","SL","ROCK ISLAND","ROCK ISLAND, IL","PANNN","",1802,"30SEP2025","8/17/1989","1989","7108","","2","2485","BLACK HAWK S & L ASSOC.","IL","89-08-17",71809,68341,"6/29/1990","FAILURE","PA","RTC","","","na"
"8615","STEVENS POINT","FIRST FINANCIAL BANK, FSB","WI","89-08-17","I",29850,"SL","SL","PEORIA","PEORIA, IL","PANNN","",23541,"30SEP2025","8/17/1989","1989","7134","","2","2486","SECURITY FED. S & L ASSOC.","IL","89-08-17",318275,231268,"8/17/1990","FAILURE","PA","RTC","T","","na"
"8586","NONE","PAYOUT","NA","89-08-17","I",30452,"SL","SL","HEARNE","HEARNE, TX","PONNN","",5964,"30SEP2025","8/17/1989","1989","7025","","2","2487","HEARNE BUILDING & LOAN ASSOC.","TX","89-08-17",27114,25887,"5/25/1990","FAILURE","PO","RTC","T","","na"
"8588","KILGORE","KILGORE FS&LA","TX","89-08-17","I",30486,"SL","SL","TAYLOR","TAYLOR, TX","PANNN","",47645,"30SEP2025","8/17/1989","1989","7092","","2","2488","TAYLORBANC FEDERAL S & L","TX","89-08-17",139517,137401,"6/22/1990","FAILURE","PA","RTC","T","","na"
"8597","NONE","PAYOUT","NA","89-08-17","I",31809,"SL","SL","KERRVILLE","KERRVILLE, TX","PONNN","",7578,"30SEP2025","8/17/1989","1989","7053","","2","2489","GUADALUPE S & L ASSOC.","TX","89-08-17",25789,15838,"6/8/1990","FAILURE","PO","RTC","T","","na"
"","0","0","0","","",,"NM","NM","COLEMAN","COLEMAN, WI","","",,"","12/14/1938","1938","0","","1","249","COLEMAN STATE BANK","WI","0",,234,,"FAILURE","P&A","FDIC","","",""
"8498","NONE","PAYOUT","NA","89-08-17","I",32001,"SL","SL","AUSTIN","AUSTIN, TX","PONNN","",29172,"30SEP2025","8/17/1989","1989","7052","","2","2490","SOUTHSIDE FED. S & L ASSOC.","TX","89-08-17",49604,41421,"6/8/1990","FAILURE","PO","RTC","","","na"
"","JACKSONVILLE","FIRST NATIONAL BANK OF JACK","TX","","I",5560,"NM","NM","TROUP","TROUP, TX","PASNN","",2432,"30SEP2025","8/24/1989","1989","4070","","1","2491","TROUP BANK & TRUST COMPANY","TX","0",24064,24820,"8/24/1989","FAILURE","PA","BIF","T","","na"
"","FORT LUPTON","THE FIRST SECURITY BANK","CO","","I",10417,"SM","SM","YUMA","YUMA, CO","TABAN","",1905,"30SEP2025","8/24/1989","1989","4071","","1","2492","FARMERS STATE BANK OF YUMA","CO","0",26604,24864,"8/24/1989","FAILURE","PA","BIF","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",12300,"NM","NM","PFLUGERVILLE","PFLUGERVILLE, TX","PASNN","",8778,"30SEP2025","8/24/1989","1989","4069","","1","2493","FIRST STATE BANK","TX","0",30690,30994,"8/24/1989","FAILURE","PA","BIF","T","","na"
"","SAN ANTONIO","THE FROST NATIONAL BANK OF","TX","","I",21256,"NM","NM","SAN ANTONIO","SAN ANTONIO, TX","DPSNN","",3859,"30SEP2025","8/24/1989","1989","5984","","1","2494","SUMMIT BANK","TX","0",19197,18484,"8/24/1989","FAILURE","IDT","BIF","T","","na"
"","GRAND FORKS","FIRST NATIONAL BANK SOUTH","ND","","I",22967,"NM","NM","GRAND FORKS","GRAND FORKS, ND","DPSNN","",2861,"30SEP2025","8/24/1989","1989","5982","","1","2495","THE DAKOTA BANK","ND","0",31174,28647,"8/24/1989","FAILURE","IDT","BIF","T","","na"
"","FORT WORTH","COLONIAL NATIONAL BANK","TX","","I",26319,"N","N","FORT WORTH","FORT WORTH, TX","DTNNN","",5449,"30SEP2025","8/24/1989","1989","5983","","1","2496","PARK CENTRAL BANK, NATIONAL ASSOC","TX","0",11853,15193,"8/24/1989","FAILURE","IDT","BIF","T","","na"
"8627","KILGORE","KILGORE FS&LA","TX","89-08-24","I",28760,"SL","SL","DENTON","DENTON, TX","PANNN","",31981,"30SEP2025","8/24/1989","1989","7090","","2","2497","DENTON FEDERAL SAVINGS","TX","89-08-24",142729,147991,"6/22/1990","FAILURE","PA","RTC","T","","na"
"8626","CARROLLTON","CARROLLTON B&TC","IL","89-08-24","I",30628,"SL","SL","JERSEYVILLE","JERSEYVILLE, IL","PANNN","",1,"30SEP2025","8/24/1989","1989","7146","","2","2498","HERITAGE SAVINGS ASSOC.","IL","89-08-24",32884,27735,"8/24/1990","FAILURE","PA","RTC","","","na"
"","MANKATO","FIRST NATIONAL BANK IN MANK","KS","","I",9657,"NM","NM","BURR OAK","BURR OAK, KS","DTSAN","",457,"30SEP2025","8/31/1989","1989","5985","","1","2499","THE BURR OAK STATE BANK","KS","0",4387,4098,"8/31/1989","FAILURE","IDT","BIF","T","","na"
"","0","0","0","","",,"N","N","BRADFORD","BRADFORD, PA","","",,"","9/28/1935","1935","0","","1","25","THE COMMERCIAL NATIONAL BANK OF BRADFORD","PA","0",5162,4621,,"FAILURE","PO","FDIC","","",""
"","0","0","0","","",,"NM","NM","BOILING SPRINGS","BOILING SPRINGS, PA","","",,"","12/17/1938","1938","0","","1","250","BOILING SPRINGS STATE BANK","PA","0",,147,,"FAILURE","P&A","FDIC","","",""
"","WICKENBURG","COMMUNITY BANK OF ARIZONA","AZ","","I",23943,"NM","NM","GLENDALE","GLENDALE, AZ","PASNN","",8218,"30SEP2025","9/1/1989","1989","5986","","1","2500","LIBERTY BANK","AZ","0",32357,30466,"9/1/1989","FAILURE","PA","BIF","T","","na"
"","JONESVILLE","JONESVILLE BANK & TRUST COM","LA","","I",8805,"NM","NM","JENA","JENA, LA","TASNN","",631,"30SEP2025","9/7/1989","1989","5987","","1","2501","THE LASALLE STATE BANK","LA","0",38808,37123,"9/7/1989","FAILURE","PA","BIF","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",25906,"N","N","SAN ANTONIO","SAN ANTONIO, TX","PANNN","",3496,"30SEP2025","9/7/1989","1989","5988","","1","2502","THOUSAND OAKS NATIONAL BANK","TX","0",30158,32479,"9/7/1989","FAILURE","PA","BIF","T","","na"
"8621","SPRINGFIELD","MAGNA BANK OF SPRINGFIELD","IL","89-09-07","I",28107,"SL","SL","SPRINGFIELD","SPRINGFIELD, IL","PANNN","",6,"30SEP2025","9/7/1989","1989","7085","","2","2503","CITIZENS S & LA OF SPRINGFIELD","IL","89-09-07",89309,78483,"6/22/1990","FAILURE","PA","RTC","","","na"
"","SCHERTZ","SCHERTZ BANK & TRUST","TX","","I",21186,"NM","NM","KIRBY","KIRBY, TX","PASNN","",0,"30SEP2025","9/14/1989","1989","5991","","1","2504","KIRBY STATE BANK","TX","0",16787,16453,"9/14/1989","FAILURE","PA","BIF","T","","na"
"","MONROE","FIRST AMERICAN BANK & TRUST","LA","","I",25595,"NM","NM","BOSSIER CITY","BOSSIER CITY, LA","TASNN","",6941,"30SEP2025","9/14/1989","1989","5989","","1","2505","FIRST BANKERS TRUST OF BOSSIER CITY","LA","0",27094,28656,"9/14/1989","FAILURE","PA","BIF","T","","na"
"","SAN ANTONIO","FIRST CITY, TEXAS-SAN ANTON","TX","","I",25731,"N","N","SAN ANTONIO","SAN ANTONIO, TX","PANNN","",6695,"30SEP2025","9/14/1989","1989","5992","","1","2506","MEDCENTRE BANK,N.A.","TX","0",27811,30152,"9/14/1989","FAILURE","PA","BIF","T","","na"
"","BEDFORD","BEDFORD NATIONAL BANK","TX","","I",26462,"NM","NM","GRAND PRAIRIE","GRAND PRAIRIE, TX","DTSNN","",2760,"30SEP2025","9/14/1989","1989","5990","","1","2507","PRAIRIE STATE BANK","TX","0",16397,16783,"9/14/1989","FAILURE","IDT","BIF","T","","na"
"8640","NONE","PAYOUT","NA","89-09-14","I",28912,"SL","SL","LAREDO","LAREDO, TX","PONNN","",119150,"30SEP2025","9/14/1989","1989","7068","","2","2508","FIRST SAVINGS OF LAREDO","TX","89-09-14",171151,157577,"6/15/1990","FAILURE","PO","RTC","T","","na"
"","TYLER","FIRST CITY, TEXAS-TYLER, NA","TX","","I",22726,"NM","NM","TYLER","TYLER, TX","PASNN","",12643,"30SEP2025","9/21/1989","1989","5993","","1","2509","ROSE CAPITAL BANK","TX","0",62698,60449,"9/21/1989","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"NM","NM","LONDON","LONDON, KY","","",,"","12/21/1938","1938","0","","1","251","FARMERS STATE BANK OF LONDON","KY","0",355,287,,"FAILURE","PO","FDIC","","",""
"8589","DALLAS","NCNB TEXAS NATIONAL BANK","TX","89-09-21","I",28187,"SL","SL","TYLER","TYLER, TX","PANNN","",63166,"30SEP2025","9/21/1989","1989","7050","","2","2510","EAST TEXAS S & LA ASSOCIATION","TX","89-09-21",362365,213728,"6/8/1990","FAILURE","PA","RTC","T","","na"
"8635","KILGORE","KILGORE FS&LA","TX","89-09-21","I",28430,"SL","SL","BRENHAM","BRENHAM, TX","DTNNN","",49995,"30SEP2025","9/21/1989","1989","7026","","2","2511","FIRST FED. S & LA OF BRENHAM","TX","89-09-21",148436,138946,"5/25/1990","FAILURE","IDT","RTC","","","na"
"8636","KILGORE","KILGORE FS&LA","TX","89-09-21","I",29660,"SL","SL","GARLAND","GARLAND, TX","PANNN","",31864,"30SEP2025","9/21/1989","1989","7091","","2","2512","FIRST GARLAND FED. S & L","TX","89-09-21",132423,106416,"6/22/1990","FAILURE","PA","RTC","T","","na"
"8587","PLANO","FIRST GIBRALTAR BANK, FSB","TX","89-09-21","I",31398,"SL","SL","PLANO","PLANO, TX","DTNNN","",137568,"30SEP2025","9/21/1989","1989","7069","","2","2513","PLANO S & L ASSOC.","TX","89-09-21",274375,256137,"6/15/1990","FAILURE","IDT","RTC","","","na"
"","MORRILL","FIRST NATIONAL BANK IN MORR","NE","","I",16342,"NM","NM","LYMAN","LYMAN, NE","PASAN","",1005,"30SEP2025","9/23/1989","1989","5994","","1","2514","THE FARMERS STATE BANK","NE","0",5677,5570,"9/23/1989","FAILURE","PA","BIF","T","","na"
"","SCOTTSDALE","SECURITY PACIFIC BANK, NATI","AZ","","I",24889,"N","N","SCOTTSDALE","SCOTTSDALE, AZ","PANNN","",3924,"30SEP2025","9/28/1989","1989","5995","","1","2515","NATIONAL BANK OF ARIZONA","AZ","0",15792,15731,"9/28/1989","FAILURE","PA","BIF","T","","na"
"8567","STERLING","COLORADO FSB","CO","89-09-28","I",32507,"SB","SB","STERLING","STERLING, CO","DTNNN","",1930,"30SEP2025","9/28/1989","1989","7116","","2","2516","COLORADO SAVINGS BANK","CO","89-09-28",12259,12607,"6/29/1990","FAILURE","IDT","RTC","","","na"
"","ALBANY","THE FIRST NATIONAL BANK OF","TX","","I",5540,"NM","NM","STRAWN","STRAWN, TX","PASNN","",5392,"30SEP2025","10/5/1989","1989","5997","","1","2517","STRAWN SECURITY BANK","TX","0",14420,14126,"10/5/1989","FAILURE","PA","BIF","T","","na"
"","JONESVILLE","JONESVILLE BANK & TRUST COM","LA","","I",11787,"NM","NM","OLLA","OLLA, LA","TASNN","",3625,"30SEP2025","10/5/1989","1989","5996","","1","2518","THE OLLA STATE BANK","LA","0",23569,22938,"10/5/1989","FAILURE","PA","BIF","T","","na"
"","DALLAS","COMERICA BANK - TEXAS","TX","","I",23999,"SM","SM","ARLINGTON","ARLINGTON, TX","PABNN","",16497,"30SEP2025","10/5/1989","1989","5998","","1","2519","COMMONWEALTH BANK","TX","0",74931,79293,"10/5/1989","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"NM","NM","CANTON","CANTON, WI","","",,"","12/31/1938","1938","0","","1","252","FARMERS STATE BANK","WI","0",51,30,,"FAILURE","PO","FDIC","","",""
"","STEAMBOAT SPRING","BANK NORTHWEST","CO","","I",25190,"N","N","VAIL","VAIL, CO","PANNN","",792,"30SEP2025","10/5/1989","1989","5999","","1","2520","FIRST NATIONAL BANK OF VAIL","CO","0",3569,3489,"10/5/1989","FAILURE","PA","BIF","T","","na"
"8446","SAPULPA","AMERICAN NB&T","OK","89-10-05","I",28550,"SB","SB","SAPULPA","SAPULPA, OK","DTNNN","",4090,"30SEP2025","10/5/1989","1989","7027","","2","2521","FAMILY SAVINGS BANK, FSB","OK","89-10-05",50912,52815,"5/25/1990","FAILURE","IDT","RTC","T","","na"
"8641","OKLAHOMA CITY","FOUNDERS B&TC","OK","89-10-05","I",32152,"SL","SL","EDMOND","EDMOND, OK","PANNN","",13662,"30SEP2025","10/5/1989","1989","7167","","2","2522","AMERICAN HOME S & L","OK","89-10-05",96734,79523,"9/12/1990","FAILURE","PA","RTC","T","","na"
"","COLORADO SPRINGS","COLORADO NATIONAL BANK - EX","CO","","I",21263,"NM","NM","COLORADO SPRINGS","COLORADO SPRINGS, CO","PASNN","",11156,"30SEP2025","10/6/1989","1989","4100","","1","2523","FIRST BANK","CO","0",35950,33967,"10/6/1989","FAILURE","PA","BIF","T","","na"
"","GALVESTON","BANK OF GALVESTON, NATIONAL","TX","","I",18876,"NM","NM","GALVESTON","GALVESTON, TX","PASNN","",5397,"30SEP2025","10/12/1989","1989","4101","","1","2524","CITIZENS BANK","TX","0",31307,32123,"10/12/1989","FAILURE","PA","BIF","T","","na"
"","OKLAHOMA CITY","THE LIBERTY NATIONAL BANK A","OK","","I",25751,"N","N","OKLAHOMA CITY","OKLAHOMA CITY, OK","TANNN","",1072,"30SEP2025","10/12/1989","1989","4102","","1","2525","NORTH BANK, NATIONAL ASSOCIATION","OK","0",12368,12927,"10/12/1989","FAILURE","PA","BIF","T","","na"
"8632","NONE","BRANCH SALE","NA","89-10-13","I",29918,"SL","SL","METAIRIE","METAIRIE, LA","DTNNN","",26807,"30SEP2025","10/13/1989","1989","7420","","2","2526","COLUMBIA FEDERAL HOMESTEAD","LA","89-10-13",96143,90065,"8/30/1991","FAILURE","PO","RTC","T","","na"
"8571","NONE","BRANCH SALE","NA","89-10-16","I",29870,"SL","SL","CEDAR RAPIDS","CEDAR RAPIDS, IA","PANNN","",21908,"30SEP2025","10/16/1989","1989","7127","","2","2527","BANC IOWA FEDERAL SAVINGS BANK","IA","89-10-16",161877,140208,"8/10/1990","FAILURE","PA","RTC","T","","na"
"","PHOENIX","CENTURY BANK","AZ","","I",20426,"NM","NM","PHOENIX","PHOENIX, AZ","PASNN","",25828,"30SEP2025","10/19/1989","1989","4105","","1","2528","CENTURY BANK","AZ","0",120355,119937,"10/19/1989","FAILURE","PA","BIF","T","","na"
"","BEAUMONT","TEXAS COMMERCE BANK-BEAUMON","TX","","I",25061,"N","N","BEAUMONT","BEAUMONT, TX","PANNN","",5359,"30SEP2025","10/19/1989","1989","4104","","1","2529","BEAUMONT BANK-NATIONAL ASSOCIATION","TX","0",29198,26886,"10/19/1989","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"NM","NM","OCONTO FALLS","OCONTO FALLS, WI","","",,"","1/4/1939","1939","0","","1","253","OCONTO COUNTY STATE BANK","WI","0",386,346,,"FAILURE","PO","FDIC","","",""
"","OKLAHOMA CITY","FOUNDERS BANK & TRUST COMPA","OK","","I",25698,"N","N","OKLAHOMA CITY","OKLAHOMA CITY, OK","TANNN","",776,"30SEP2025","10/19/1989","1989","4103","","1","2530","PARK AVENUE BANK, NATIONAL ASSOC","OK","0",17919,14436,"10/19/1989","FAILURE","PA","BIF","T","","na"
"8651","NONE","BRANCH SALE","NA","89-10-19","I",28174,"SL","SL","MONROE","MONROE, LA","PANNN","",100418,"30SEP2025","10/19/1989","1989","7390","","2","2531","PEOPLES HOMESTEAD SAVINGS BANK","LA","89-10-19",268935,263662,"8/2/1991","FAILURE","IDT","RTC","T","","na"
"8576","NONE","BRANCH SALE","NA","89-10-19","I",29074,"SL","SL","WICHITA","WICHITA, KS","PANNN","",72792,"30SEP2025","10/19/1989","1989","7274","","2","2532","MID KANSAS S & LA ASSOC.","KS","89-10-19",761850,595584,"2/15/1991","FAILURE","PA","RTC","T","","na"
"8652","LAREDO","INTERNATIONAL BANK OF COMME","TX","89-10-19","I",29183,"SL","SL","MCALLEN","MCALLEN, TX","PANNN","",235329,"30SEP2025","10/19/1989","1989","7111","","2","2533","VALLEY FEDERAL SAVINGS","TX","89-10-19",517092,542897,"6/29/1990","FAILURE","PA","RTC","T","","na"
"8650","NONE","PAYOUT","NA","89-10-19","I",31397,"SL","SL","EL PASO","EL PASO, TX","PONNN","",69202,"30SEP2025","10/19/1989","1989","7319","","2","2534","SURETY FEDERAL SAVINGS ASSOC.","TX","89-10-19",290998,244546,"6/7/1991","FAILURE","PO","RTC","T","","na"
"8592","RICHMOND","CRESTAR BANK","VA","89-10-19","I",31682,"SB","SB","RICHMOND","RICHMOND, VA","PANNN","",49381,"30SEP2025","10/19/1989","1989","7189","","2","2535","SEASONS FEDERAL SAVINGS BANK","VA","89-10-19",260796,213711,"9/28/1990","FAILURE","PA","RTC","","","na"
"","BRYAN","FIRST CITY, TEXAS-BRYAN, NA","TX","","I",1187,"SM","SM","FERRIS","FERRIS, TX","PABNN","",3247,"30SEP2025","10/20/1989","1989","4106","","1","2536","FIRST CONSOLIDATED BANK - FERRIS","TX","0",12026,11248,"10/20/1989","FAILURE","PA","BIF","T","","na"
"","HUBBARD","FIRST STATE BANK, HUBBARD,","TX","","I",3123,"N","N","HILLSBORO","HILLSBORO, TX","PANNN","",2055,"30SEP2025","10/20/1989","1989","4107","","1","2537","FIRST CONSOLIDATED BANK - HILLSBORO","TX","0",11315,10847,"10/20/1989","FAILURE","PA","BIF","T","","na"
"","BRYAN","FIRST CITY, TEXAS - BRYAN,","TX","","I",5498,"N","N","ROSEBUD","ROSEBUD, TX","PANNN","",4494,"30SEP2025","10/20/1989","1989","4109","","1","2538","FIRST CONSOLIDATED BANK - ROSEBUD","TX","0",17125,16533,"10/20/1989","FAILURE","PA","BIF","T","","na"
"","AUSTIN","AUSTIN NATIONAL BANK","TX","","I",24302,"N","N","BUDA","BUDA, TX","PANNN","",5484,"30SEP2025","10/20/1989","1989","4108","","1","2539","FIRST CONSOLIDATED BANK - BUDA","TX","0",15040,15224,"10/20/1989","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"N","N","PRESTON","PRESTON, MN","","",,"","1/5/1939","1939","0","","1","254","THE FIRST NATIONAL BANK OF PRESTON","MN","0",304,285,,"FAILURE","PO","FDIC","","",""
"","BRYAN","FIRST CITY, TEXAS - BRYAN,","TX","","I",25782,"N","N","LANCASTER","LANCASTER, TX","PANNN","",6108,"30SEP2025","10/20/1989","1989","4110","","1","2540","FIRST CONSOLIDATED BANK - PLEASANT RUN","TX","0",19291,19837,"10/20/1989","FAILURE","PA","BIF","T","","na"
"","HAUGHTON","TRI-STATE BANK AND TRUST","LA","","I",22897,"NM","NM","HAUGHTON","HAUGHTON, LA","TASNN","",5828,"30SEP2025","10/26/1989","1989","4112","","1","2541","FIRST SECURITY BANK AND TRUST CO","LA","0",20596,20720,"10/26/1989","FAILURE","PA","BIF","T","","na"
"","KAPLAN","KAPLAN STATE BANK","LA","","I",24704,"N","N","KAPLAN","KAPLAN, LA","TANNN","",1470,"30SEP2025","10/26/1989","1989","4111","","1","2542","WESTERN NATIONAL BANK OF LOUISIANA","LA","0",11848,11945,"10/26/1989","FAILURE","PA","BIF","T","","na"
"8582","OKLAHOMA CITY","LOCAL FEDERAL BANK, FSB","OK","89-10-26","I",28690,"SL","SL","WEATHERFORD","WEATHERFORD, OK","PANNN","",19970,"30SEP2025","10/26/1989","1989","7137","","2","2543","GREAT PLAINS SAVINGS","OK","89-10-26",99765,72501,"8/17/1990","FAILURE","PA","RTC","T","","na"
"","VACHERIE","FIRST AMERICAN BANK AND TRU","LA","","I",11786,"NM","NM","ST. ROSE","ST. ROSE, LA","TASNN","",11080,"30SEP2025","11/2/1989","1989","4113","","1","2544","BANK OF ST. CHARLES","LA","0",65235,65181,"11/2/1989","FAILURE","PA","BIF","T","","na"
"8395","OPELOUSAS","ST. LANDRY B&T CO.","LA","89-11-02","I",32281,"SB","SB","LAFAYETTE","LAFAYETTE, LA","DTNNN","",42910,"30SEP2025","11/2/1989","1989","7232","","2","2545","FIRST LOUISIANA FEDERAL SAVINGS","LA","89-11-02",161850,105813,"11/30/1990","FAILURE","IDT","RTC","T","","na"
"","LONG PRAIRIE","FIRST NATIONAL BANK OF LONG","MN","","I",15080,"NM","NM","BROWERVILLE","BROWERVILLE, MN","PASAN","",2656,"30SEP2025","11/9/1989","1989","4114","","1","2546","THE LEE STATE BANK","MN","0",13405,13473,"11/9/1989","FAILURE","PA","BIF","T","","na"
"","MERIDEN","CENTRAL BANK","CT","","I",19114,"N","N","MERIDEN","MERIDEN, CT","PANNN","",5331,"30SEP2025","11/9/1989","1989","4117","","1","2547","NATIONAL INDUSTRIAL BANK OF CONNECTICUT","CT","0",46515,48254,"11/9/1989","FAILURE","PA","BIF","T","","na"
"","PLANO","COMPASS BANK - PLANO","TX","","I",22530,"N","N","PLANO","PLANO, TX","TANNN","",32780,"30SEP2025","11/9/1989","1989","4116","","1","2548","CITY NATIONAL BANK OF PLANO","TX","0",56450,71100,"11/9/1989","FAILURE","PA","BIF","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",23475,"N","N","PLANO","PLANO, TX","PANNN","",4295,"30SEP2025","11/9/1989","1989","4115","","1","2549","UNITED NATIONAL BANK OF PLANO","TX","0",29822,30544,"11/9/1989","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"NM","NM","ELGIN","ELGIN, TX","","",,"","1/9/1939","1939","0","","1","255","FIRST STATE BANK","TX","0",347,287,,"FAILURE","PO","FDIC","","",""
"8649","CLAYTON","FIRST BANK, A SB","MO","89-11-09","I",27821,"SL","SL","GALESBURG","GALESBURG, IL","PANNN","",46571,"30SEP2025","11/9/1989","1989","7224","","2","2550","FIDELITY FEDERAL SAVINGS ASSOC.","IL","89-11-09",393814,361556,"11/16/1990","FAILURE","PA","RTC","T","","na"
"8659","NONE","BRANCH SALE","NA","89-11-09","I",30190,"SL","SL","ROSELLE PARK","ROSELLE PARK, NJ","DTNNN","",103473,"30SEP2025","11/9/1989","1989","7342","","2","2551","COLONIAL FEDERAL SAVINGS ASSOC.","NJ","89-11-09",427118,337964,"7/5/1991","FAILURE","PO","RTC","T","","na"
"8657","NONE","BRANCH SALE","NA","89-11-09","I",30909,"SL","SL","KANKAKEE","KANKAKEE, IL","DTNNN","",22373,"30SEP2025","11/9/1989","1989","7168","","2","2552","CREST FEDERAL S & L","IL","89-11-09",137052,133238,"9/14/1990","FAILURE","IDT","RTC","T","","na"
"8660","ASPEN","BANK OF ASPEN","CO","89-11-09","I",31655,"SL","SL","ASPEN","ASPEN, CO","DTNNN","",51279,"30SEP2025","11/9/1989","1989","7055","","2","2553","ASPEN SAVINGS BANK FSB","CO","89-11-09",136338,108156,"6/8/1990","FAILURE","IDT","RTC","","","na"
"8618","SAN CRUZ","PACIFIC WESTERN BANK","CA","89-11-09","I",32162,"SL","SL","SAN JOSE","SAN JOSE, CA","DTNNN","",18565,"30SEP2025","11/9/1989","1989","7042","","2","2554","SARATOGA S & L ASSOCIATION","CA","90-05-24",84464,81712,"6/1/1990","FAILURE","IDT","RTC","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",21026,"N","N","DALLAS","DALLAS, TX","PANNN","",5891,"30SEP2025","11/16/1989","1989","4118","","1","2555","LOVE FIELD NATIONAL BANK","TX","0",28311,29020,"11/16/1989","FAILURE","PA","BIF","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",25171,"N","N","SAN ANTONIO","SAN ANTONIO, TX","PANNN","",2606,"30SEP2025","11/16/1989","1989","4119","","1","2556","EXECUTIVE NATIONAL BANK","TX","0",7350,8874,"11/16/1989","FAILURE","PA","BIF","T","","na"
"8630","INDIANAPOLIS","SHELBY FSB","IN","89-11-16","I",27616,"SL","SL","ANDERSON","ANDERSON, IN","PANNN","",15143,"30SEP2025","11/16/1989","1989","7202","","2","2557","FIRST FEDERAL S & L /CENTRAL INDIANA","IN","89-11-16",192423,176725,"10/5/1990","FAILURE","PA","RTC","T","","na"
"8655","SAN ANTONIO","FIRST GIBRALTAR BANK, FSB","TX","89-11-16","I",28649,"SL","SL","TULSA","TULSA, OK","PANNN","",152840,"30SEP2025","11/16/1989","1989","7174","","2","2558","SOONER FEDERAL SAVINGS ASSOC.","OK","89-11-16",1529913,1153454,"9/14/1990","FAILURE","PA","RTC","T","","na"
"8658","NONE","PAYOUT","NA","89-11-16","I",28987,"SL","SL","HOUSTON","HOUSTON, TX","PONNN","",19744,"30SEP2025","11/16/1989","1989","7136","","2","2559","TEXAS WESTERN FEDERAL SAVINGS","TX","89-11-16",116097,96713,"8/17/1990","FAILURE","PO","RTC","T","","na"
"","0","0","0","","",,"NM","NM","HANCOCK","HANCOCK, WI","","",,"","1/12/1939","1939","0","","1","256","BANK OF HANCOCK","WI","0",,248,,"FAILURE","P&A","FDIC","","",""
"8625","IRVINE","ITT FB, FSB","CA","89-11-16","I",30982,"SL","SL","GARDEN GROVE","GARDEN GROVE, CA","DTNNN","",3,"30SEP2025","11/16/1989","1989","6989","","2","2560","SECURITY FED. SAVINGS ASSOCIATION","CA","89-11-16",71004,74713,"5/4/1990","FAILURE","IDT","RTC","","","na"
"8629","MIAMI","REPUBLIC NB OF MIAMI","FL","89-11-16","I",32030,"SB","SB","CORAL GABLES","CORAL GABLES, FL","DTNNN","",115396,"30SEP2025","11/16/1989","1989","7268","","2","2561","GENERAL FEDERAL SAVINGS BANK","FL","89-11-16",355501,301460,"1/11/1991","FAILURE","IDT","RTC","T","","na"
"","0","0","0","","I",23763,"N","N","SHREVEPORT","SHREVEPORT, LA","PONNN","",7236,"30SEP2025","11/17/1989","1989","4120","","1","2562","SECURITY NATIONAL BANK OF SHREVEPORT","LA","0",19446,20224,"11/17/1989","FAILURE","PO","BIF","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",25676,"N","N","AUSTIN","AUSTIN, TX","PANNN","",11233,"30SEP2025","11/30/1989","1989","4121","","1","2563","GREATER TEXAS BANK NORTH, NA","TX","0",22670,26293,"11/30/1989","FAILURE","PA","BIF","T","","na"
"","DALLAS","NCNB TEXAS NATIONAL BANK","TX","","I",26433,"N","N","TRAVIS COUNTY","TRAVIS COUNTY, TX","PANNN","",4032,"30SEP2025","11/30/1989","1989","4122","","1","2564","GREATER TEXAS BANK SOUTHWEST, NA","TX","0",32598,33466,"11/30/1989","FAILURE","PA","BIF","T","","na"
"8671","COLUMBIA","SOUTH CAROLINA NB","SC","89-11-30","I",29060,"SB","SB","COLUMBIA","COLUMBIA, SC","PANNN","",66757,"30SEP2025","11/30/1989","1989","7276","","2","2565","SECURITY FEDERAL SAVINGS, FSB","SC","89-11-30",759158,667256,"2/15/1991","FAILURE","PA","RTC","T","","na"
"8670","LITTLE VALLEY","CATTARAUGUS CITY BANK","NY","89-11-30","I",29436,"SL","SL","SALAMANCA","SALAMANCA, NY","PANNN","",1,"30SEP2025","11/30/1989","1989","7130","","2","2566","SALAMANCA FED. SAVINGS ASSOC.","NY","89-11-30",29698,29673,"8/17/1990","FAILURE","PA","RTC","","","na"
